total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_both_providers_degraded
800,0.8,0.2,272.56,317.43,318.49,0.4096,0.555,17,2282.2115421295166,0.088154,0.444,pass,pass,pass,pass
